Date,Open,High,Low,Close,Volume,Adj Close
2009-03-03,8583.06,8635.20,8393.05,8427.29,35200,8427.29
2009-03-02,8762.88,8762.88,8563.52,8607.08,30200,8607.08
2009-02-27,8944.11,8944.11,8728.66,8891.61,42200,8891.61
2009-02-26,8905.56,8998.31,8788.94,8954.86,37200,8954.86
2009-02-25,8913.44,8995.04,8880.15,8902.56,32200,8902.56
2009-02-24,8707.35,8856.52,8619.22,8822.06,32400,8822.06
2009-02-20,8943.78,8943.78,8762.58,8843.21,28000,8843.21
2009-02-19,9034.90,9111.27,8977.80,9042.63,27400,9042.63
2009-02-18,8939.38,9112.99,8929.62,9015.18,36800,9015.18
2009-02-17,9213.40,9213.40,8994.34,9035.00,28400,9035.00
2009-02-16,9637.04,9637.04,9279.10,9305.45,37200,9305.45
2009-02-13,9540.60,9695.59,9540.60,9634.74,30000,9634.74
2009-02-12,9559.03,9578.99,9445.54,9465.83,33800,9465.83
2009-02-11,9462.14,9648.39,9459.59,9618.54,37600,9618.54
2009-02-10,9589.95,9724.87,9510.63,9647.47,45000,9647.47
2009-02-09,9359.00,9601.56,9329.30,9583.89,20000,9583.89
2009-02-06,9161.49,9321.38,9160.83,9300.86,28400,9300.86
2009-02-05,9241.56,9247.09,9017.08,9090.88,29600,9090.88
2009-02-04,9226.20,9338.21,9164.16,9201.85,41600,9201.85
2009-02-03,9128.99,9302.25,9040.56,9149.30,46000,9149.30
2009-02-02,9363.58,9363.58,9048.97,9066.70,39800,9066.70
2009-01-30,9111.12,9438.31,9088.15,9424.24,48000,9424.24
2009-01-29,9340.59,9379.68,9164.96,9236.28,38800,9236.28
2009-01-28,9077.65,9270.75,9053.80,9257.47,39800,9257.47
2009-01-27,8803.07,9021.97,8791.58,9004.08,34200,9004.08
2009-01-23,8804.15,8858.84,8631.60,8674.35,44000,8674.35
2009-01-22,8905.97,8927.69,8699.32,8813.84,39200,8813.84
2009-01-21,8900.78,9051.31,8734.93,8779.17,32400,8779.17
2009-01-20,9159.76,9159.76,9033.55,9100.55,31200,9100.55
2009-01-19,9365.04,9409.51,9273.47,9329.57,30000,9329.57
2009-01-16,9125.65,9342.47,9125.65,9323.59,35400,9323.59
2009-01-15,9000.62,9123.78,8946.62,9046.74,37600,9046.74
2009-01-14,9223.16,9412.97,9071.36,9370.49,32000,9370.49
2009-01-13,9042.36,9261.00,8992.92,9071.36,45200,9071.36
2009-01-12,9306.74,9327.30,9024.45,9110.05,98000,9110.05
2009-01-09,9434.85,9630.40,9250.82,9406.47,158200,9406.47
2009-01-07,10424.96,10469.72,9510.15,9586.88,217600,9586.88
2009-01-06,10241.51,10392.12,10150.68,10335.93,55600,10335.93
2009-01-05,10124.92,10306.17,10069.11,10275.60,51200,10275.60
2009-01-02,9973.06,10070.28,9863.86,9958.22,51600,9958.22
2008-12-31,9806.64,9825.90,9587.92,9647.31,63800,9647.31
2008-12-30,9625.13,9785.04,9494.70,9716.16,56600,9716.16
2008-12-29,9318.86,9550.40,9162.66,9533.52,65800,9533.52
2008-12-26,9655.07,9706.38,9294.98,9328.92,43000,9328.92
2008-12-24,9626.07,9653.42,9502.53,9568.72,68800,9568.72
2008-12-23,9813.20,9838.38,9643.56,9686.75,52600,9686.75
2008-12-22,10102.42,10173.34,9895.55,9928.35,39000,9928.35
2008-12-19,10001.33,10188.54,9987.42,10099.91,59600,10099.91
2008-12-18,9710.20,10110.34,9633.04,10076.43,69200,10076.43
2008-12-17,10073.10,10073.10,9682.91,9715.29,75800,9715.29
2008-12-16,9794.48,10009.21,9790.31,9976.98,41000,9976.98
2008-12-15,9821.85,9948.33,9749.29,9832.39,47000,9832.39
2008-12-12,9370.87,9745.51,9281.89,9690.07,6400,9690.07
2008-12-11,9679.32,9746.01,9441.97,9645.46,68800,9645.46
2008-12-10,9349.53,9678.70,9280.16,9654.90,65000,9654.90
2008-12-08,9276.89,9432.11,9095.70,9162.62,50200,9162.62
2008-12-05,9172.58,9340.69,8914.38,8965.20,53000,8965.20
2008-12-04,8779.02,9245.06,8726.71,9229.75,55200,9229.75
2008-12-03,8851.22,8854.81,8601.41,8747.43,52400,8747.43
2008-12-02,8535.83,8785.04,8467.43,8739.24,41000,8739.24
2008-12-01,9162.94,9326.68,8803.34,8839.87,45200,8839.87
2008-11-28,8889.18,9157.62,8889.18,9092.72,34000,9092.72
2008-11-26,8806.02,9061.72,8658.53,9026.72,44600,9026.72
2008-11-25,9170.28,9182.80,8649.40,8695.53,41600,8695.53
2008-11-24,8840.53,9042.02,8701.93,8903.12,43800,8903.12
2008-11-21,8481.02,8988.03,8442.31,8915.21,59200,8915.21
2008-11-20,8400.88,8540.46,8316.39,8451.01,40000,8451.01
2008-11-19,8970.67,9236.27,8726.80,8773.78,42600,8773.78
2008-11-18,9084.12,9169.05,8871.71,8937.20,41000,8937.20
2008-11-17,9396.93,9424.25,8956.68,9291.01,41800,9291.01
2008-11-14,9784.85,9826.25,9267.49,9385.42,46200,9385.42
2008-11-12,9683.75,9928.60,9376.73,9536.33,52400,9536.33
2008-11-11,10386.45,10397.36,9800.67,9839.69,63600,9839.69
2008-11-10,10154.56,10570.58,10095.90,10536.16,45400,10536.16
2008-11-07,9631.59,10065.37,9631.59,9964.29,42000,9964.29
2008-11-06,9755.03,10109.45,9635.22,9734.22,49400,9734.22
2008-11-05,10931.17,10945.41,10051.52,10120.01,53400,10120.01
2008-11-04,10304.57,10668.48,10116.22,10631.12,51000,10631.12
2008-11-03,10209.37,10373.17,10112.66,10337.68,44800,10337.68
2008-10-31,9361.66,9870.42,9361.66,9788.06,57200,9788.06
2008-10-29,9297.76,9297.76,8894.34,9044.51,55000,9044.51
2008-10-28,9056.97,9056.97,8909.34,9008.08,000,9008.08
2008-10-27,8588.86,8739.48,7697.39,8509.56,55400,8509.56
2008-10-24,9497.48,9570.71,8566.82,8701.07,63600,8701.07
2008-10-23,9683.26,10260.55,9682.40,9771.70,41000,9771.70
2008-10-22,10455.23,10484.85,10128.22,10169.90,33400,10169.90
2008-10-21,10428.11,10750.20,10250.23,10683.39,45800,10683.39
2008-10-20,10160.47,10538.05,10023.28,10223.09,35400,10223.09
2008-10-17,10763.34,10786.93,9911.32,9975.35,47400,9975.35
2008-10-16,10221.53,10787.20,10017.80,10581.49,51600,10581.49
2008-10-15,11245.27,11257.15,10760.33,10809.12,34800,10809.12
2008-10-14,11781.43,11870.22,11410.49,11483.40,36000,11483.40
2008-10-13,10817.68,11361.32,10817.68,11309.09,43800,11309.09
2008-10-10,10632.27,10904.13,10239.76,10527.85,62400,10527.85
2008-10-08,11316.24,11405.73,10740.76,11328.36,66200,11328.36
2008-10-07,12068.11,12181.08,11501.85,11695.24,40400,11695.24
2008-10-06,12284.49,12284.49,11732.97,11801.70,33000,11801.70
2008-10-03,12851.47,13001.19,12472.61,12526.32,37200,12526.32
2008-10-01,13006.72,13203.86,12697.30,13055.67,32400,13055.67
2008-09-30,12178.18,12995.20,12153.55,12860.43,38400,12860.43
2008-09-29,13109.96,13109.96,12402.84,12595.75,37000,12595.75
2008-09-26,13486.20,13486.20,13054.42,13102.18,29000,13102.18
2008-09-25,13716.88,13716.88,13430.68,13547.18,36600,13547.18
2008-09-24,13636.71,13840.81,13592.79,13692.52,40200,13692.52
2008-09-23,13721.42,13978.26,13543.47,13570.31,29600,13570.31
2008-09-22,14215.33,14215.33,13917.48,13994.96,35800,13994.96
2008-09-19,13763.83,14097.44,13674.96,14042.32,47400,14042.32
2008-09-18,12712.82,13346.79,12558.14,13315.60,48000,13315.60
2008-09-17,13620.74,13620.74,13127.96,13262.90,30400,13262.90
2008-09-16,13051.73,13556.03,13051.73,13518.80,33600,13518.80
2008-09-15,13592.05,13592.05,13150.81,13531.27,24000,13531.27
2008-09-12,14433.20,14433.20,13933.87,14000.81,26800,14000.81
2008-09-11,14557.33,14557.33,14265.38,14324.29,22800,14324.29
2008-09-10,14717.53,14866.32,14609.83,14662.61,22800,14662.61
